deckname1;deckname2;forgeborn;L2;L3;L4;factions;numlbl;#>~1stats;#>~2stats;#>~3stats;Creatures;Spells;BEAST;DINOSAUR;MAGE;ROBOT;SCIENTIST;SPIRIT;WARRIOR;ZOMBIE;MINION;DRAGON;ELEMENTAL;PLANT;EXALT;SPELL;HEALING;MOVEMENT;ARMOR;ACTIVATION;FREE;FREE HEALING;FREE DESTROY;FREE UPGRADE;FREE SELFDMG;FREE SPELL;FREE REPLACE;FREE MAGE;UPGRADE;REPLACE;SELFDAMAGE;DESTRUCTION;DEPLOY;READY;FORGEBORN;BATTLE;SLAY;FACE DMG
The Mutant Constructing Gang;Sutherlord's Oracles;Steel Rosetta;2Tinker;3Repurpose;4Enhance;Alloyin|Tempys;45;1/4;2/5;3/5;14;6;0;0;4;3;0;0;0;0;4;0;0;0;0;17;0;4;0;0;0;0;0;2;-1;0;0;0;2;2;0;0;3;3;0;0;0;0
The Wiry Antique Governors;Sutherlord's Oracles;Nix Nekyia;2Soulrip;3Army of the Damned;4Dark Summoning;Nekrium|Tempys;40;3/3;1/4;5/4;15;5;0;0;0;0;0;0;0;9;0;0;0;0;0;14;0;0;0;0;0;0;5;2;-1;0;0;0;0;0;-2;8;0;0;0;0;0;0
The People of Bearing;Sutherlord's Oracles;Steel Rosetta;2Repurpose;3Tinker;4Lightning Speed;Alloyin|Tempys;73;1/2;2/2;3/2;14;6;0;0;0;6;2;0;0;0;5;0;0;0;0;23;0;0;1;0;0;0;0;9;-1;0;5;0;3;12;0;0;5;1;0;0;0;0
Sutherlord's Oracles;The Creeping Hell Protectors;Korok;2Flame Strike;3Demolish;4Lightning Speed;Tempys|Nekrium;38;1/4;1/3;2/4;15;5;0;0;0;0;0;0;0;3;0;0;0;0;0;14;1;0;0;0;0;1;5;6;-1;0;0;0;0;0;-1;1;0;0;0;1;0;4
Sutherlord's Oracles;The People of Bearing;Korok;2Flame Strike;3Demolish;4Lightning Speed;Tempys|Alloyin;61;1/2;2/2;3/2;14;6;0;0;0;6;2;0;0;0;5;0;0;0;0;23;0;0;1;0;0;0;0;9;-1;0;5;0;3;6;0;0;0;0;0;0;0;0
Venom's Fifth Swarm;Sutherlord's Oracles;Nova;2Nova's Touch;3Nova's Wrath;4Nova's Dominion;Uterra|Tempys;24;2/6;2/4;4/4;15;5;0;0;0;0;0;0;0;0;4;0;0;0;0;14;3;0;0;0;0;0;0;0;-1;0;0;0;0;-2;0;-1;0;0;0;0;0;0
Sutherlord's Oracles;Venom's Fifth Swarm;Korok;2Flame Strike;3Demolish;4Lightning Speed;Tempys|Uterra;20;2/6;2/4;4/4;15;5;0;0;0;0;0;0;0;0;0;0;0;0;0;14;3;0;0;0;0;0;0;0;-1;0;0;0;0;-2;0;-1;0;0;0;0;0;0
The Creeping Hell Protectors;Sutherlord's Oracles;Nix Nekyia;2Dark Summoning;3Soulrip;4Raising Dead;Nekrium|Tempys;52;1/4;1/3;2/4;15;5;0;0;0;0;0;0;0;5;4;0;0;0;0;14;1;0;0;0;-1;1;12;6;-1;0;0;0;0;0;-1;2;0;0;0;1;0;3
Sutherlord's Oracles;The Sentrys of Failure Faith;Korok;2Flame Strike;3Demolish;4Lightning Speed;Tempys|Alloyin;31;2/3;2/4;4/6;14;6;0;0;0;0;6;0;2;0;3;0;0;0;0;17;0;0;0;0;0;0;0;0;-1;0;0;0;0;1;-1;0;0;0;0;0;0;0
The Omnivore Brutish Herders;Sutherlord's Oracles;Oros;2Darkforge Drain;3Growth Aura;4Barkskin;Uterra|Tempys;30;2/5;3/5;5/6;14;6;0;0;0;0;0;0;3;0;0;0;0;0;0;23;0;0;0;0;0;0;0;0;-1;0;0;0;0;-4;-1;-1;0;0;0;0;0;0
The Sentrys of Failure Faith;Sutherlord's Oracles;Steel Rosetta;2Enhance;3Tinker;4Lightning Speed;Alloyin|Tempys;33;2/3;2/4;4/6;14;6;0;0;0;0;6;0;2;0;4;0;0;0;0;17;0;0;0;0;0;0;0;0;-1;0;0;0;0;2;-1;0;0;0;0;0;0;0
Sutherlord's Oracles;The Tentacles of the Diseased Bone;Korok;2Flame Strike;3Demolish;4Lightning Speed;Tempys|Nekrium;58;2/2;2/4;3/3;14;6;0;0;0;0;4;0;0;0;16;0;0;0;0;23;0;0;0;0;0;0;0;1;-1;0;0;0;0;0;-3;4;4;-1;0;0;0;3
The Tentacles of the Diseased Bone;Sutherlord's Oracles;Cercee;2Army Commander;3Life Drain;4Deathtouch;Nekrium|Tempys;58;2/2;2/4;3/3;14;6;0;0;0;0;4;0;0;0;16;0;0;0;0;23;0;0;0;0;0;0;0;2;-1;0;0;0;0;0;-3;4;4;-1;0;0;0;2
The Simple Lords;Sutherlord's Oracles;Nova;2Nova's Dominion;3Nova's Wrath;4Nova's Might;Uterra|Tempys;40;2/8;2/5;4/5;13;7;0;0;0;0;0;0;2;0;13;0;0;0;0;20;1;0;0;0;1;0;0;0;-1;0;0;0;0;-1;-1;0;0;0;0;0;0;0
Sutherlord's Oracles;The Omnivore Brutish Herders;Korok;2Flame Strike;3Demolish;4Lightning Speed;Tempys|Uterra;24;2/5;3/5;5/6;14;6;0;0;0;0;0;0;3;0;0;0;0;0;0;17;0;0;0;0;0;0;0;0;-1;0;0;0;0;-4;-1;-1;0;0;0;0;0;0
Sutherlord's Oracles;The Simple Lords;Korok;2Flame Strike;3Demolish;4Lightning Speed;Tempys|Uterra;31;2/8;2/5;4/5;13;7;0;0;0;0;0;0;2;0;4;0;0;0;0;20;1;0;0;0;1;0;0;0;-1;0;0;0;0;-1;-1;0;0;0;0;0;0;0
Sutherlord's Oracles;Army of Alpha and Curing;Korok;2Flame Strike;3Demolish;4Lightning Speed;Tempys|Uterra;30;1/4;1/3;5/4;14;6;1;0;0;0;0;0;0;0;0;0;0;0;0;17;4;0;0;2;0;0;0;0;-1;0;0;0;0;1;0;-1;0;0;3;0;0;0
Sutherlord's Oracles;The Mothers of the Plutonium Echo;Korok;2Flame Strike;3Demolish;4Lightning Speed;Tempys|Alloyin;32;1/2;2/2;4/3;15;5;0;0;0;5;0;0;3;0;0;0;0;0;0;14;0;0;5;0;0;0;0;0;-1;0;0;0;3;1;0;0;0;0;0;0;0;0
The Mothers of the Plutonium Echo;Sutherlord's Oracles;Ironbeard;2Knockback;3Reinforce;4Intimidate;Alloyin|Tempys;32;1/2;2/2;4/3;15;5;0;0;0;5;0;0;3;0;0;0;0;0;0;14;0;0;5;0;0;0;0;0;-1;0;0;0;3;1;0;0;0;0;0;0;0;0
Army of Alpha and Curing;Sutherlord's Oracles;Nova;2Nova's Might;3Nova's Dominion;4Nova's Wrath;Uterra|Tempys;38;1/4;1/3;5/4;14;6;1;0;0;0;0;0;0;0;8;0;0;0;0;17;4;0;0;2;0;0;0;0;-1;0;0;0;0;1;0;-1;0;0;3;0;0;0
Sutherlord's Oracles;The Hurting Demons Larvae;Korok;2Flame Strike;3Demolish;4Lightning Speed;Tempys|Nekrium;49;2/3;4/4;5/7;14;6;0;0;0;0;0;2;0;0;0;0;0;0;0;29;2;0;0;0;0;2;4;0;-1;6;0;0;0;0;-1;2;0;0;0;0;0;0
Sutherlord's Oracles;The Liches of Rebirth and Duskmaw;Korok;2Flame Strike;3Demolish;4Lightning Speed;Tempys|Nekrium;37;1/3;1/3;4/4;14;6;0;0;0;0;0;0;0;0;0;0;0;0;0;23;1;0;0;0;0;1;0;1;-1;0;0;0;0;0;-3;3;4;2;0;0;0;0
Sutherlord's Oracles;The Aunts of Bleeding Brightsteel;Korok;2Flame Strike;3Demolish;4Lightning Speed;Tempys|Alloyin;30;1/4;1/4;3/5;14;6;0;0;0;0;4;0;0;0;0;0;0;0;0;17;0;0;0;0;0;0;0;0;-1;0;0;0;0;6;-1;1;0;0;0;0;0;0
Sutherlord's Oracles;Brigade of Druid and Weird;Korok;2Flame Strike;3Demolish;4Lightning Speed;Tempys|Uterra;27;2/6;2/7;4/7;15;5;0;0;0;0;0;0;0;0;0;0;0;0;0;14;6;0;0;0;0;3;0;0;-1;0;0;0;1;-2;0;-1;0;0;0;0;0;0
The Hurting Demons Larvae;Sutherlord's Oracles;Nix Nekyia;2Army of the Damned;3Soulrip;4Raising Dead;Nekrium|Tempys;59;2/3;4/4;5/7;14;6;0;0;0;0;0;2;0;0;3;0;0;0;0;29;2;0;0;0;0;2;10;0;-1;6;0;0;0;0;-1;3;0;0;0;0;0;0
The Opening Sisters Liches;Sutherlord's Oracles;Cercee;2Deathtouch;3Life Drain;4Soul Syphon;Nekrium|Tempys;56;2/3;2/2;4/4;14;6;0;0;0;0;2;3;0;4;0;0;0;0;0;29;0;0;0;0;0;0;5;4;-1;0;0;0;0;0;-2;6;0;0;0;1;0;0
The Liches of Rebirth and Duskmaw;Sutherlord's Oracles;Nix Nekyia;2Raising Dead;3Dark Summoning;4Army of the Damned;Nekrium|Tempys;41;1/3;1/3;4/4;14;6;0;0;0;0;0;0;0;0;4;0;0;0;0;23;1;0;0;0;0;1;0;1;-1;0;0;0;0;0;-3;3;4;2;0;0;0;0
Sutherlord's Oracles;The Opening Sisters Liches;Korok;2Flame Strike;3Demolish;4Lightning Speed;Tempys|Nekrium;54;2/3;2/2;4/4;14;6;0;0;0;0;2;3;0;4;0;0;0;0;0;29;0;0;0;0;0;0;5;4;-1;0;0;0;0;0;-2;4;0;0;0;1;0;0
Sutherlord's Oracles;Sparky's Attentive Combatants;Korok;2Flame Strike;3Demolish;4Lightning Speed;Tempys|Alloyin;24;4/5;2/6;4/7;14;6;0;0;0;0;2;0;1;0;0;0;0;0;0;17;0;3;0;0;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0
Sutherlord's Oracles;The Raiders of Hound and Mask;Korok;2Flame Strike;3Demolish;4Lightning Speed;Tempys|Nekrium;43;1/3;1/3;2/3;13;7;0;0;0;0;0;1;0;9;0;0;0;0;0;27;0;0;0;0;0;0;0;1;-1;0;0;0;0;0;-1;3;0;0;0;0;0;0
Brigade of Druid and Weird;Sutherlord's Oracles;Nova;2Nova's Might;3Nova's Wrath;4Nova's Dominion;Uterra|Tempys;33;2/6;2/7;4/7;15;5;0;0;0;0;0;0;0;0;6;0;0;0;0;14;6;0;0;0;0;3;0;0;-1;0;0;0;1;-2;0;-1;0;0;0;0;0;0
Sparky's Attentive Combatants;Sutherlord's Oracles;Steel Rosetta;2Tinker;3Repurpose;4Lightning Speed;Alloyin|Tempys;32;4/5;2/6;4/7;14;6;0;0;0;0;2;0;1;0;0;0;0;0;0;17;0;3;0;0;0;0;0;0;-1;0;0;0;0;2;0;0;5;1;0;0;0;0
The Aunts of Bleeding Brightsteel;Sutherlord's Oracles;Steel Rosetta;2Repurpose;3Enhance;4Lightning Speed;Alloyin|Tempys;38;1/4;1/4;3/5;14;6;0;0;0;0;4;0;0;0;0;0;0;0;0;17;0;0;0;0;0;0;0;0;-1;0;0;0;0;9;-1;1;4;1;0;0;0;0
Sutherlord's Oracles;The Serious Silver Soldiers;Korok;2Flame Strike;3Demolish;4Lightning Speed;Tempys|Alloyin;31;3/5;3/6;5/5;13;7;0;0;0;0;0;0;2;0;0;0;0;0;0;20;0;0;3;0;0;0;0;2;-1;0;0;0;2;-1;0;0;0;0;0;0;0;0
The Raiders of Hound and Mask;Sutherlord's Oracles;Cercee;2Soul Syphon;3Army Commander;4Deathtouch;Nekrium|Tempys;45;1/3;1/3;2/3;13;7;0;0;0;0;0;1;0;9;0;0;0;0;0;27;0;0;0;0;0;0;0;2;-1;0;0;0;0;0;-1;4;0;0;0;0;0;0
The Serious Silver Soldiers;Sutherlord's Oracles;Ironbeard;2Intimidate;3Shields Up;4Knockback;Alloyin|Tempys;32;3/5;3/6;5/5;13;7;0;0;0;0;0;0;2;0;0;0;0;0;0;20;0;0;4;0;0;0;0;2;-1;0;0;0;2;-1;0;0;0;0;0;0;0;0
Sutherlord's Oracles;The Farmers of the Spiky Tunnels;Korok;2Flame Strike;3Demolish;4Lightning Speed;Tempys|Uterra;19;1/6;3/3;6/5;15;5;1;0;0;0;0;0;0;0;0;0;0;0;0;14;0;0;0;0;1;0;0;0;-1;0;0;0;0;2;0;0;0;0;0;0;0;0
The Quantums of Metal and Faith;Sutherlord's Oracles;Steel Rosetta;2Enhance;3Repurpose;4Tinker;Alloyin|Tempys;55;3/2;2/2;4/3;14;6;0;0;0;0;3;0;0;0;0;0;0;0;0;29;0;0;1;0;0;0;0;2;-1;0;5;0;2;6;-1;0;3;2;0;0;0;0
The Farmers of the Spiky Tunnels;Sutherlord's Oracles;Oros;2Shapeshift;3Growth Aura;4Barkskin;Uterra|Tempys;19;1/6;3/3;6/5;15;5;1;0;0;0;0;0;0;0;0;0;0;0;0;14;0;0;0;0;1;0;0;0;-1;0;0;0;0;2;0;0;0;0;0;0;0;0
Sutherlord's Oracles;The Quantums of Metal and Faith;Korok;2Flame Strike;3Demolish;4Lightning Speed;Tempys|Alloyin;43;3/2;2/2;4/3;14;6;0;0;0;0;3;0;0;0;0;0;0;0;0;29;0;0;1;0;0;0;0;1;-1;0;4;0;1;2;-1;0;0;0;0;0;0;0
Sutherlord's Oracles;The Phalanx of Everflow Treefolk;Korok;2Flame Strike;3Demolish;4Lightning Speed;Tempys|Uterra;35;2/5;1/2;3/5;14;6;0;5;0;0;0;0;8;0;0;0;0;0;0;17;1;0;0;0;0;1;0;0;-1;0;0;0;0;-1;-1;0;0;0;0;0;0;0
The Sixth Barb Band;Sutherlord's Oracles;Cercee;2Soul Syphon;3Life Drain;4Deathtouch;Nekrium|Tempys;51;2/3;1/2;3/2;13;7;2;0;0;0;0;0;0;10;0;0;0;0;0;20;0;0;0;0;0;0;0;6;1;0;0;0;0;0;3;6;0;0;0;0;0;3
Sutherlord's Oracles;The Sixth Barb Band;Korok;2Flame Strike;3Demolish;4Lightning Speed;Tempys|Nekrium;49;2/3;1/2;3/2;13;7;2;0;0;0;0;0;0;10;0;0;0;0;0;20;0;0;0;0;0;0;0;6;1;0;0;0;0;0;3;3;0;0;0;0;0;4
The Phalanx of Everflow Treefolk;Sutherlord's Oracles;Oros;2Barkskin;3Growth Aura;4Shapeshift;Uterra|Tempys;37;2/5;1/2;3/5;14;6;0;5;0;0;0;0;8;0;0;0;0;0;0;17;2;0;0;0;0;2;0;0;-1;0;0;0;0;-1;-1;0;0;0;0;0;0;0
Sutherlord's Oracles;The Overseers of Sparky;Korok;2Flame Strike;3Demolish;4Lightning Speed;Tempys|Alloyin;24;3/6;2/5;5/7;14;6;0;0;0;0;0;0;2;0;0;0;0;0;0;17;0;0;0;0;0;0;0;2;-1;0;0;0;0;0;-1;1;0;0;0;0;0;0
The Overseers of Sparky;Sutherlord's Oracles;Steel Rosetta;2Tinker;3Enhance;4Repurpose;Alloyin|Tempys;34;3/6;2/5;5/7;14;6;0;0;0;0;0;0;2;0;0;0;0;0;0;17;0;0;0;0;0;0;0;3;-1;0;0;0;0;4;-1;1;4;1;0;0;0;0
Sutherlord's Oracles;The Champions of the Whisker;Korok;2Flame Strike;3Demolish;4Lightning Speed;Tempys|Uterra;32;1/2;2/3;5/4;14;6;0;0;0;0;0;0;0;0;7;0;0;0;0;17;0;0;0;0;1;0;0;0;-1;0;0;0;1;-2;0;-1;0;0;3;0;0;0
Sutherlord's Oracles;The Savants of the Ending Predator;Korok;2Flame Strike;3Demolish;4Lightning Speed;Tempys|Nekrium;39;4/5;1/3;2/3;14;6;0;0;0;0;1;0;0;3;4;0;0;0;0;23;0;0;0;0;0;0;0;2;-1;0;0;0;0;0;-2;0;3;1;0;0;0;0
The Hermit Spiders;Sutherlord's Oracles;Nova;2Nova's Touch;3Nova's Might;4Nova's Dominion;Uterra|Tempys;33;2/5;3/4;5/4;15;5;0;0;0;0;0;4;0;0;4;0;0;0;0;14;2;0;0;2;0;0;0;0;-1;0;0;0;0;2;0;-1;0;0;3;0;0;0
Sutherlord's Oracles;The Hermit Spiders;Korok;2Flame Strike;3Demolish;4Lightning Speed;Tempys|Uterra;28;2/5;3/4;5/4;15;5;0;0;0;0;0;3;0;0;0;0;0;0;0;14;2;0;0;2;0;0;0;0;-1;0;0;0;0;2;0;-1;0;0;3;0;0;0
The Savants of the Ending Predator;Sutherlord's Oracles;Nix Nekyia;2Raising Dead;3Army of the Damned;4Soulrip;Nekrium|Tempys;55;4/5;1/3;2/3;14;6;0;0;0;0;1;0;0;5;10;0;0;0;0;23;0;0;0;0;0;0;6;2;-1;0;0;0;0;0;-2;2;3;1;0;0;0;0
The Champions of the Whisker;Sutherlord's Oracles;Nova;2Nova's Might;3Nova's Touch;4Nova's Wrath;Uterra|Tempys;46;1/2;2/3;5/4;14;6;0;0;0;0;0;0;0;0;21;0;0;0;0;17;0;0;0;0;1;0;0;0;-1;0;0;0;1;-2;0;-1;0;0;3;0;0;0
Sutherlord's Oracles;The Pondering Iron Advisers;Korok;2Flame Strike;3Demolish;4Lightning Speed;Tempys|Alloyin;36;2/2;3/2;4/4;14;6;0;0;0;6;0;0;2;0;0;0;0;0;0;17;0;0;0;0;0;0;0;3;-1;0;0;0;3;2;-1;1;0;0;0;0;0;0
Sutherlord's Oracles;The Company of Botany;Korok;2Flame Strike;3Demolish;4Lightning Speed;Tempys|Uterra;33;1/3;2/5;4/6;14;6;0;0;0;0;0;0;0;0;5;0;0;0;0;17;6;0;0;0;1;0;0;0;-1;0;0;0;1;-2;0;-1;0;0;0;0;0;0
The Pondering Iron Advisers;Sutherlord's Oracles;Ironbeard;2Reinforce;3Intimidate;4Knockback;Alloyin|Tempys;36;2/2;3/2;4/4;14;6;0;0;0;6;0;0;2;0;0;0;0;0;0;17;0;0;0;0;0;0;0;3;-1;0;0;0;3;2;-1;1;0;0;0;0;0;0
The Raiders of Leading Capitals;Sutherlord's Oracles;Ironbeard;2Shields Up;3Intimidate;4Reinforce;Alloyin|Tempys;43;2/2;3/2;5/3;12;8;0;0;0;6;0;0;0;0;0;0;0;0;0;23;0;0;3;-1;0;0;0;6;-1;0;0;0;3;0;0;0;0;0;0;0;0;0
The Company of Botany;Sutherlord's Oracles;Oros;2Barkskin;3Darkforge Drain;4Shapeshift;Uterra|Tempys;39;1/3;2/5;4/6;14;6;0;0;0;0;0;0;0;0;5;0;0;0;0;23;6;0;0;0;1;0;0;0;-1;0;0;0;1;-2;0;-1;0;0;0;0;0;0
Sutherlord's Oracles;The Raiders of Leading Capitals;Korok;2Flame Strike;3Demolish;4Lightning Speed;Tempys|Alloyin;42;2/2;3/2;5/3;12;8;0;0;0;6;0;0;0;0;0;0;0;0;0;23;0;0;2;-1;0;0;0;6;-1;0;0;0;3;0;0;0;0;0;0;0;0;0
The Mice of the Fierce Fur;Sutherlord's Oracles;Oros;2Darkforge Drain;3Growth Aura;4Shapeshift;Uterra|Tempys;39;1/4;1/5;3/6;13;7;0;0;0;0;0;0;0;0;3;0;0;0;0;27;5;0;0;0;0;0;0;0;-1;0;0;0;1;0;-1;-1;0;0;0;0;0;0
Sutherlord's Oracles;The Protectors of the Saving Herbs;Korok;2Flame Strike;3Demolish;4Lightning Speed;Tempys|Alloyin;32;1/2;2/3;4/4;14;6;0;0;0;5;2;0;0;0;3;0;0;0;0;17;0;0;3;0;0;0;0;0;-1;0;0;0;0;1;0;0;0;0;0;0;0;0
Sutherlord's Oracles;The Crossing Soul Hags;Korok;2Flame Strike;3Demolish;4Lightning Speed;Tempys|Nekrium;35;1/2;2/3;3/2;14;6;0;0;0;0;0;3;0;2;0;0;0;0;0;17;0;0;0;0;0;0;0;6;1;0;0;0;0;0;3;3;0;0;0;0;0;0
The Crossing Soul Hags;Sutherlord's Oracles;Cercee;2Deathtouch;3Army Commander;4Life Drain;Nekrium|Tempys;37;1/2;2/3;3/2;14;6;0;0;0;0;0;3;0;2;0;0;0;0;0;17;0;0;0;0;0;0;0;8;1;0;0;0;0;0;3;3;0;0;0;0;0;0
The Protectors of the Saving Herbs;Sutherlord's Oracles;Ironbeard;2Knockback;3Shields Up;4Intimidate;Alloyin|Tempys;33;1/2;2/3;4/4;14;6;0;0;0;5;2;0;0;0;3;0;0;0;0;17;0;0;4;0;0;0;0;0;-1;0;0;0;0;1;0;0;0;0;0;0;0;0
Sutherlord's Oracles;The Mice of the Fierce Fur;Korok;2Flame Strike;3Demolish;4Lightning Speed;Tempys|Uterra;31;1/4;1/5;3/6;13;7;0;0;0;0;0;0;0;0;3;0;0;0;0;20;4;0;0;0;0;0;0;0;-1;0;0;0;1;0;-1;-1;0;0;0;0;0;0
Sutherlord's Oracles;The Group of Brass Conspiracies;Korok;2Flame Strike;3Demolish;4Lightning Speed;Tempys|Nekrium;35;1/2;2/3;3/4;13;7;0;0;0;0;0;1;0;4;0;0;0;0;0;20;1;0;0;0;0;1;0;0;-1;0;0;0;0;0;-3;6;0;0;0;0;0;0
Sutherlord's Oracles;The Fleeing Feasting Brother Flock;Korok;2Flame Strike;3Demolish;4Lightning Speed;Tempys|Uterra;42;1/6;1/5;3/7;14;6;0;0;0;0;0;0;2;0;3;0;0;0;0;23;6;0;0;0;0;0;0;0;-1;6;0;0;0;-1;0;0;0;0;0;0;0;0
The Group of Brass Conspiracies;Sutherlord's Oracles;Nix Nekyia;2Raising Dead;3Army of the Damned;4Soulrip;Nekrium|Tempys;52;1/2;2/3;3/4;13;7;0;0;0;0;0;1;0;6;5;0;0;0;0;20;1;0;0;0;0;1;7;0;-1;0;0;0;0;0;-3;9;0;0;0;0;0;0
The Fleeing Feasting Brother Flock;Sutherlord's Oracles;Nova;2Nova's Dominion;3Nova's Wrath;4Nova's Might;Uterra|Tempys;49;1/6;1/5;3/7;14;6;0;0;0;0;0;0;2;0;10;0;0;0;0;23;6;0;0;0;0;0;0;0;-1;6;0;0;0;-1;0;0;0;0;0;0;0;0
Sutherlord's Oracles;The King Varna Generals;Korok;2Flame Strike;3Demolish;4Lightning Speed;Tempys|Nekrium;26;4/3;2/2;3/3;14;6;0;0;0;0;0;1;0;0;0;0;0;0;0;17;0;0;0;0;0;0;0;0;-1;0;0;0;0;0;-3;6;0;0;0;0;0;0
The King Varna Generals;Sutherlord's Oracles;Cercee;2Soul Syphon;3Deathtouch;4Army Commander;Nekrium|Tempys;30;4/3;2/2;3/3;14;6;0;0;0;0;0;1;0;0;0;0;0;0;0;17;0;0;0;0;-1;0;0;0;-1;0;0;0;0;0;-3;9;0;0;0;0;0;0
Sutherlord's Oracles;Outfit of Camping and Waving;Korok;2Flame Strike;3Demolish;4Lightning Speed;Tempys|Uterra;30;2/4;1/4;3/6;13;7;0;0;0;0;0;0;1;0;0;0;0;0;0;20;0;0;0;2;1;0;0;0;-1;0;0;0;0;-1;-1;0;0;0;3;0;0;0
The Imps of Descending Chiron;Sutherlord's Oracles;Cercee;2Life Drain;3Soul Syphon;4Deathtouch;Nekrium|Tempys;34;3/4;2/4;4/7;16;4;0;0;0;0;0;0;0;2;4;0;0;0;0;11;0;0;0;0;0;0;0;2;-1;0;0;0;0;0;-4;8;0;0;0;0;0;5
Sutherlord's Oracles;The Imps of Descending Chiron;Korok;2Flame Strike;3Demolish;4Lightning Speed;Tempys|Nekrium;31;3/4;2/4;4/7;16;4;0;0;0;0;0;0;0;2;4;0;0;0;0;11;0;0;0;0;0;0;0;2;-1;0;0;0;0;0;-4;4;0;0;0;0;0;6
Outfit of Camping and Waving;Sutherlord's Oracles;Oros;2Growth Aura;3Barkskin;4Darkforge Drain;Uterra|Tempys;37;2/4;1/4;3/6;13;7;0;0;0;0;0;0;1;0;0;0;0;0;0;27;0;0;0;2;1;0;0;0;-1;0;0;0;0;-1;-1;0;0;0;3;0;0;0
Sutherlord's Oracles;The Professing Watchdogs;Korok;2Flame Strike;3Demolish;4Lightning Speed;Tempys|Alloyin;29;2/3;3/5;7/7;15;5;0;0;0;6;0;0;0;0;0;0;0;0;0;14;0;0;0;0;0;0;0;4;-1;0;0;0;4;0;0;0;0;0;0;0;0;0
The Improvization Masons;Solitude's Sleeping Book Burners;Ironbeard;2Knockback;3Reinforce;4Intimidate;Alloyin|Uterra;26;3/5;3/3;5/6;16;4;0;0;8;4;2;0;3;0;1;0;0;0;0;0;4;0;0;0;1;0;0;0;0;0;0;0;0;2;-1;0;0;0;0;0;0;0
The Improvization Masons;The Shadowflame Odd Vigilantes;Ironbeard;2Knockback;3Reinforce;4Intimidate;Alloyin|Tempys;39;2/5;3/4;3/5;15;5;0;0;14;3;2;0;0;0;0;0;0;0;0;15;0;3;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0
The Improvization Masons;The Shading Cacklebones Herd;Ironbeard;2Knockback;3Reinforce;4Intimidate;Alloyin|Nekrium;18;4/4;4/4;6/6;16;4;0;0;8;3;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;-3;3;0;0;0;0;0;0
The Shadowflame Odd Vigilantes;The Improvization Masons;Sunder;2Stim Bolt;3Gathering Storm;4Ice Armor;Tempys|Alloyin;54;2/5;3/4;3/5;15;5;0;0;14;3;2;0;0;0;0;0;0;0;0;25;0;3;0;0;0;0;0;0;0;5;0;0;0;1;1;0;0;0;0;0;0;0
The Shading Cacklebones Herd;The Improvization Masons;Nix Nekyia;2Raising Dead;3Dark Summoning;4Army of the Damned;Nekrium|Alloyin;19;4/4;4/4;6/6;16;4;0;0;8;3;2;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;-3;3;0;0;0;0;0;0
The Professing Watchdogs;Sutherlord's Oracles;Ironbeard;2Knockback;3Reinforce;4Shields Up;Alloyin|Tempys;29;2/3;3/5;7/7;15;5;0;0;0;6;0;0;0;0;0;0;0;0;0;14;0;0;0;0;0;0;0;4;-1;0;0;0;4;0;0;0;0;0;0;0;0;0
Solitude's Sleeping Book Burners;The Improvization Masons;Nova;2Nova's Dominion;3Nova's Might;4Nova's Wrath;Uterra|Alloyin;29;3/5;3/3;5/6;16;4;0;0;8;4;2;0;3;0;4;0;0;0;0;0;4;0;0;0;1;0;0;0;0;0;0;0;0;2;-1;0;0;0;0;0;0;0
The Improvization Masons;The Scarred Sneaky Uncles;Ironbeard;2Knockback;3Reinforce;4Intimidate;Alloyin|Nekrium;37;2/5;2/3;4/5;15;5;0;0;8;3;4;2;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;-3;6;6;3;0;-1;0;0
The Improvization Masons;The Zephyr Surveyors of Berserk Fire;Ironbeard;2Knockback;3Reinforce;4Intimidate;Alloyin|Tempys;41;1/5;1/4;4/5;15;5;0;0;12;4;2;0;0;0;0;0;0;0;0;20;0;0;0;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0;0;0;0;0
The Improvization Masons;The Relentless Foolishness Squad;Ironbeard;2Knockback;3Reinforce;4Intimidate;Alloyin|Uterra;26;3/4;5/3;8/5;16;4;0;0;8;3;3;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;4;-1;0;0;0;0;0;0;0
The Zephyr Surveyors of Berserk Fire;The Improvization Masons;Korok;2Flame Strike;3Demolish;4Lightning Speed;Tempys|Alloyin;41;1/5;1/4;4/5;15;5;0;0;12;4;2;0;0;0;0;0;0;0;0;20;0;0;0;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0;0;0;0;0
The Improvization Masons;The Heralds of Silk Collection;Ironbeard;2Knockback;3Reinforce;4Intimidate;Alloyin|Tempys;58;3/5;3/3;6/6;15;5;0;0;15;3;2;0;0;0;0;0;0;0;0;20;0;0;0;0;0;0;0;0;0;10;0;5;0;2;1;0;0;0;0;0;0;0
