deckname;value;avglbl;range1;range2;range3;BEAST;DINOSAUR;MAGE;ROBOT;SCIENTIST;SPIRIT;WARRIOR;ZOMBIE;MINION;DRAGON;ELEMENTAL;PLANT;SPELL;HEALING;MOVEMENT;ARMOR;ACTIVATION;FREE;FREE HEALING;FREE DESTROY;FREE UPGRADE;FREE SELFDMG;FREE SPELL;FREE REPLACE;FREE MAGE;UPGRADE;REPLACE;DAMAGE;SELFDAMAGE;DESTROY SYN;DESTROY MIN;REDEPLOY;REACTIVATE;STEALTH;AGGRO;FORGEBORN;DESTROY OPP;FACEBURN;LIFE GAIN;DISRUPTION;SILENCE
The Professing Watchdogs|The Former Hoping Valkyrie Trustees;0.0045;25.0000;ROBOT;;;0;0;0;0;0;0;0;0;0;0;0;0;4.0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
The Professing Watchdogs|The Simple Lords;0.0019;22.0000;ROBOT;WARRIOR;;0;0;0;0;0;0;0;0;1.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
The Professing Watchdogs|The Fire Breathers of the Heartseeker;0.0080;37.0000;ROBOT;MAGE;;0;0;1.0;0;0;0;0;0;0;0;0;0;2.0;0;0;0;0;0;0;0;0;0;2.0;0;0;0;0;0;0;0;0;0;0;0;4.0;0;0;0;0;0;0
The Professing Watchdogs|Army of Alpha and Curing;0.0025;29.0000;ROBOT;BEAST;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.0;0;0;0;1.0;0;0;0;0;3.0;0;0;0;0;0
The Professing Watchdogs|The Hurting Demons Larvae;0.0061;42.0000;ROBOT;;;0;0;0;0;0;0;0;0;0;0;0;0;4.0;0;0;0;0;0;0;0;0;0;2.0;0;0;0;0;0;0;0;2.0;0;0;0;0;0;0;0;0;0;0
The Professing Watchdogs|The Liches of Rebirth and Duskmaw;0.0095;38.0000;ROBOT;;;0;0;0;0;0;0;0;0;0;0;0;0;2.0;0;0;0;0;0;0;0;4.0;0;0;0;0;0;0;0;0;0;1.0;3.0;0;0;0;0;0;0;0;0;0
The Professing Watchdogs|The Fortelling Aggravating Ticklers;0.0063;30.0000;ROBOT;SPELL;;0;0;0;0;0;0;0;0;0;0;0;0;4.0;0;0;0;0;0;0;0;0;0;0;1.5;0;0;1.5;0;0;0;0;0;0;0;1.0;0;0;0;0;0;0
The Professing Watchdogs|The Opening Sisters Liches;0.0394;65.0000;ROBOT;ZOMBIE;;0;0;0;1.0;2.0;0;0;1.0;0;0;0;0;4.0;0;0;0;0;0;0;0;9.0;0;0;0;0;1.0;0;0;0;0;3.0;0;0;0;0;0;0;0;0;0;0
The Professing Watchdogs|Vindicators of Sobbing and Baking;0.0019;25.0000;ROBOT;DINOSAUR;;0;0;1.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.0;0;0;0;0;0;0
The Professing Watchdogs|Brigade of Druid and Weird;0.0025;29.0000;ROBOT;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.0;0;0;0;0;1.0;2.0;0;0;0;1.0;0;0;0;0;0;0;0;0;0;0
The Professing Watchdogs|The Raiders of Hound and Mask;0.0520;48.0000;ROBOT;ZOMBIE;ZOMBIE;0;0;0;0;0;0;0;2.0;0;0;0;0;2.0;0;0;0;0;0;0;0;4.0;0;0;0;0;0;0;0;0;0;3.0;0;0;0;2.0;0;0;0;0;0;0
The Professing Watchdogs|The Sorcerers of the Oratek Eruptor;0.0198;48.0000;ROBOT;SPELL;;0;0;1.0;0;0;0;0;0;0;0;0;0;6.0;0;0;0;0;0;0;0;0;0;2.0;0;0;0;0;0;0;0;0;0;0;0;2.0;0;0;0;0;0;0
The Professing Watchdogs|The Farmers of the Spiky Tunnels;0.0027;21.0000;ROBOT;BEAST;;0;0;0;1.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
The Professing Watchdogs|The Sixth Barb Band;0.0563;52.0000;ROBOT;ZOMBIE;ZOMBIE;0;0;0;0;0;0;0;2.0;0;0;0;0;0;0;0;0;0;0;0;0;10.0;0;0;0;0;2.0;0;0;0;0;1.0;0;0;0;1.0;0;0;0;0;0;0
The Professing Watchdogs|The Masters of Swearing;0.0041;33.0000;ROBOT;MAGE;;0;0;1.0;0;0;0;0;0;0;0;0;0;4.0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.0;0;0;0;0;0;0;0;2.0;0;0;0;0;0;0
The Professing Watchdogs|The Phalanx of Everflow Treefolk;0.0019;28.0000;ROBOT;WARRIOR;;0;0;0;1.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
The Professing Watchdogs|The Champions of the Whisker;0.0019;34.0000;ROBOT;;;0;0;0;0;0;0;0;0;1.0;0;0;0;0;0;0;0;0;0;0;0;1.0;0;0;0;0;1.0;2.0;0;0;0;1.0;0;0;0;0;3.0;0;0;0;0;0
The Professing Watchdogs|Doctors of Tatoo and Comparing;0.0078;43.0000;ROBOT;MAGE;;0;0;2.0;0;0;0;0;0;0;0;0;0;6.0;0;2.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.0;0;0;0;0;0;0
The Professing Watchdogs|The Savants of the Ending Predator;0.0316;42.0000;ROBOT;ZOMBIE;MINION;0;0;0;1.0;2.0;0;0;1.0;1.0;0;0;0;2.0;0;0;0;0;0;0;0;5.0;0;0;0;0;1.0;0;0;0;0;0;3.0;0;0;1.0;0;0;0;0;0;0
The Professing Watchdogs|The Hermit Spiders;0.0039;32.0000;ROBOT;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.0;0;0;0;1.0;0;0;1.0;0;3.0;0;0;0;0;0
The Professing Watchdogs|The Host of the Confident Miracles;0.0029;25.0000;ROBOT;;;0;0;1.0;0;0;0;0;0;0;0;0;0;2.0;0;0;0;0;0;0;0;0;0;0;0;1.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
The Professing Watchdogs|The King Varna Generals;0.0019;26.0000;ROBOT;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.0;0;0;0;1.0;0;0;0;0;0;0
The Professing Watchdogs|The Company of Botany;0.0025;29.0000;ROBOT;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.0;0;0;0;0;1.0;2.0;0;0;0;1.0;0;0;0;0;0;0;0;0;0;0
The Professing Watchdogs|The Monks of the Great Quitting Fire;0.0019;26.0000;ROBOT;MAGE;;0;0;1.0;0;0;0;0;0;1.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5.0;0;0;0;0;0;0
The Professing Watchdogs|The Mice of the Fierce Fur;0.0048;23.0000;ROBOT;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.0;0;0;0;0;1.0;0;0;0;0;2.0;0;0;1.0;0;0;0;0;0;0;0
The Professing Watchdogs|The Senseis who became Champs;0.0149;39.0000;ROBOT;;;0;0;1.0;0;0;0;0;0;0;0;0;0;6.0;0;0;0;0;0;0;0;0;0;0;0;1.0;0;0;0;0;0;0;0;0;0;2.0;0;0;0;0;0;0
The Professing Watchdogs|The Crossing Soul Hags;0.0195;46.0000;ROBOT;SPIRIT;ZOMBIE;0;0;0;1.0;0;0;0;1.0;0;0;0;0;0;0;0;0;0;0;0;0;10.0;0;0;0;0;2.0;0;0;0;0;1.0;0;0;0;2.0;0;0;0;0;0;0
The Professing Watchdogs|The Group of Brass Conspiracies;0.0069;38.0000;ROBOT;ZOMBIE;;0;0;0;0;0;0;0;1.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.0;0;0;0;3.0;0;0;0;0;0;0
The Professing Watchdogs|The Fleeing Feasting Brother Flock;0.0075;34.0000;ROBOT;;;0;0;0;0;0;0;0;0;0;0;0;0;2.0;0;0;0;0;0;0;0;0;0;2.0;0;0;0;1.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
The Professing Watchdogs|The Squadron of the Fire;0.0042;41.0000;ROBOT;MAGE;;0;0;1.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3.0;0;0;0;0;0;0
The Professing Watchdogs|The Imps of Descending Chiron;0.0076;32.0000;ROBOT;ZOMBIE;;0;0;0;1.0;0;0;0;1.0;2.0;0;0;0;0;0;0;0;0;0;0;0;5.0;0;0;0;0;1.0;0;0;0;0;1.0;0;0;0;1.0;0;0;0;0;0;0
The Professing Watchdogs|Outfit of Camping and Waving;0.0019;24.0000;ROBOT;;;0;0;0;1.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.0;0;0;0;0;0;0;1.0;0;3.0;0;0;0;0;0
The Group of Brass Conspiracies|Day's Locksmiths;0.0101;68.0000;ZOMBIE;WARRIOR;;0;0;0;0;0;0;1.0;2.0;0;0;0;0;0;0;0;0;2.0;0;0;4.0;0;0;0;0;0;0;0;0;0;6.0;17.0;0;0;0;12.0;0;0;0;0;0;0
The Group of Brass Conspiracies|The Heralds of Silk Collection;0.0349;82.0000;ZOMBIE;SPELL;;0;0;0;0;0;0;0;1.0;0;0;0;0;16.0;0;0;0;0;0;0;3.0;0;0;8.0;0;0;0;0;0;3.0;3.0;8.0;0;0;0;0;0;0;0;0;0;0
The Group of Brass Conspiracies|The Causing Titanic Venom Wildlings;0.0074;50.0000;ZOMBIE;;;0;0;0;0;0;3.0;0;2.0;0;0;0;0;0;4.0;0;0;0;0;2.0;3.0;0;0;0;0;0;0;0;0;0;3.0;11.0;0;0;0;0;0;0;0;0;0;0
The Group of Brass Conspiracies|Impulse's Shadowflame Squad;0.0630;61.0000;ZOMBIE;MAGE;;0;0;0;0;0;0;1.0;1.0;0;0;0;0;8.0;0;0;0;0;0;0;3.0;0;0;0;4.0;0;0;0;0;3.0;3.0;5.0;0;0;0;0;0;0;0;0;0;0
The Group of Brass Conspiracies|The Mutant Constructing Gang;0.0053;51.0000;ZOMBIE;ROBOT;MAGE;0;0;0;0;0;0;0;1.0;4.0;0;0;0;0;0;0;0;0;0;0;3.0;0;0;0;0;0;0;0;0;0;3.0;8.0;0;0;0;3.0;0;0;0;0;0;0
The Group of Brass Conspiracies|The Scavenger Rabid Daggers;0.0103;48.0000;ZOMBIE;;;0;0;0;0;0;1.0;0;1.0;0;0;0;0;0;5.0;0;0;0;0;3.0;3.0;0;0;0;0;0;0;0;0;0;3.0;5.0;0;0;0;0;3.0;0;0;0;0;0
The Group of Brass Conspiracies|The People of Bearing;0.0469;93.0000;ZOMBIE;ROBOT;;0;0;0;0;0;0;0;1.0;4.0;0;0;0;4.0;0;0;1.0;0;0;0;3.0;0;0;0;4.0;0;0;0;0;0;3.0;14.0;0;0;0;9.0;0;0;0;0;0;0
The Group of Brass Conspiracies|The Mixing Figment Collectors;0.0192;58.0000;ZOMBIE;;;0;0;0;0;0;0;0;2.0;0;0;0;0;8.0;0;0;0;0;0;0;3.0;0;0;0;0;0;0;0;0;6.0;3.0;8.0;0;0;0;0;0;0;0;0;0;0
The Group of Brass Conspiracies|Venom's Fifth Swarm;0.0224;61.0000;ZOMBIE;;;0;0;0;0;0;3.0;0;2.0;0;0;0;0;0;4.0;0;0;0;0;3.0;3.0;0;0;0;0;0;0;0;0;0;6.0;15.0;0;0;0;0;0;0;0;0;0;0
The Group of Brass Conspiracies|The Sentrys of Failure Faith;0.0362;55.0000;ZOMBIE;WARRIOR;;0;0;0;0;0;0;1.0;1.0;4.0;0;0;0;0;0;0;0;0;0;0;4.0;0;0;0;0;0;0;0;0;0;6.0;8.0;0;0;0;3.0;0;0;0;0;0;0
The Group of Brass Conspiracies|The Omnivore Brutish Herders;0.0189;65.0000;ZOMBIE;WARRIOR;;0;0;0;0;0;4.0;1.0;1.0;0;0;0;0;0;2.0;0;0;0;0;2.0;3.0;0;0;0;0;0;0;0;0;0;6.0;21.0;0;0;0;0;0;0;0;0;0;0
The Group of Brass Conspiracies|The Former Hoping Valkyrie Trustees;0.0203;50.0000;ZOMBIE;;;0;0;0;0;0;0;0;1.0;0;0;0;0;8.0;0;0;0;0;0;0;3.0;0;0;0;0;0;0;0;0;3.0;3.0;8.0;0;0;0;0;0;0;0;0;0;0
The Group of Brass Conspiracies|The Simple Lords;0.0124;54.0000;ZOMBIE;WARRIOR;;0;0;0;0;0;3.0;1.0;2.0;4.0;0;0;0;0;2.0;0;0;0;0;1.0;3.0;0;0;0;0;0;0;0;0;0;3.0;11.0;0;0;0;0;0;0;0;0;0;0
The Group of Brass Conspiracies|The Fire Breathers of the Heartseeker;0.0370;63.0000;ZOMBIE;MAGE;;0;0;0;0;0;0;0;2.0;0;0;0;0;4.0;0;0;0;0;0;0;4.0;0;0;4.0;0;0;0;0;0;6.0;6.0;5.0;0;0;0;0;0;0;0;0;0;0
The Group of Brass Conspiracies|Army of Alpha and Curing;0.0204;73.0000;ZOMBIE;BEAST;;3.0;0;0;0;0;3.0;0;1.0;0;0;0;0;0;4.0;0;0;2.0;0;2.0;3.0;0;0;0;0;0;0;0;0;0;6.0;15.0;0;0;0;3.0;3.0;0;0;0;0;0
The Group of Brass Conspiracies|The Mothers of the Plutonium Echo;0.0068;55.0000;ZOMBIE;ROBOT;ARMOR, WARRIOR;0;0;0;0;0;0;2.0;2.0;0;0;0;0;0;0;0;1.0;0;0;0;3.0;0;0;0;0;0;0;0;0;0;3.0;8.0;0;0;0;3.0;0;0;0;0;0;0
The Group of Brass Conspiracies|The Aunts of Bleeding Brightsteel;0.0053;73.0000;ZOMBIE;;;0;0;0;0;0;0;0;1.0;0;0;0;0;0;0;0;0;0;0;0;4.0;0;0;0;0;0;0;0;0;0;9.0;18.0;0;0;0;9.0;0;0;0;0;0;0
The Group of Brass Conspiracies|The Fortelling Aggravating Ticklers;0.0252;55.0000;ZOMBIE;SPELL;;0;0;0;0;0;0;0;1.0;0;0;0;0;8.0;0;0;0;0;0;1.0;3.0;0;0;0;4.0;0;0;0;0;0;3.0;8.0;0;0;0;0;0;0;0;0;0;0
The Group of Brass Conspiracies|Vindicators of Sobbing and Baking;0.0084;49.0000;ZOMBIE;DINOSAUR;;0;0;0;0;0;1.0;0;2.0;0;0;0;0;0;2.0;0;0;0;0;1.0;3.0;0;0;0;0;0;0;0;0;6.0;3.0;5.0;0;0;0;0;0;0;0;0;0;0
The Group of Brass Conspiracies|Brigade of Druid and Weird;0.0144;60.0000;ZOMBIE;;;0;0;0;0;0;1.0;0;1.0;0;0;0;0;0;5.0;0;0;0;0;4.0;3.0;0;0;0;0;0;0;0;0;0;6.0;12.0;0;0;0;0;0;0;0;0;0;0
The Group of Brass Conspiracies|Sparky's Attentive Combatants;0.0055;42.0000;ZOMBIE;WARRIOR;;0;0;0;0;0;0;1.0;1.0;0;0;0;0;0;0;0;0;0;0;0;3.0;0;0;0;0;0;0;0;0;0;3.0;8.0;0;0;0;3.0;0;0;0;0;0;0
The Group of Brass Conspiracies|The Serious Silver Soldiers;0.0041;38.0000;ZOMBIE;ARMOR;;0;0;0;0;0;0;1.0;1.0;0;0;0;0;0;0;0;1.0;0;0;0;3.0;0;0;0;0;0;0;0;0;0;3.0;5.0;0;0;0;0;0;0;0;0;0;0
The Group of Brass Conspiracies|The Sorcerers of the Oratek Eruptor;0.0696;77.0000;ZOMBIE;SPELL;;0;0;0;0;0;0;1.0;2.0;0;0;0;0;12.0;0;0;0;0;0;0;3.0;0;0;4.0;0;0;0;0;0;3.0;3.0;8.0;0;0;0;0;0;0;0;0;0;0
The Group of Brass Conspiracies|The Farmers of the Spiky Tunnels;0.0089;53.0000;ZOMBIE;BEAST;;3.0;0;0;0;0;3.0;0;2.0;0;0;0;0;0;0;0;0;0;0;0;3.0;0;0;0;0;0;0;0;0;0;3.0;14.0;0;0;0;3.0;0;0;0;0;0;0
The Group of Brass Conspiracies|The Masters of Swearing;0.0249;58.0000;ZOMBIE;MAGE;;0;0;0;0;0;0;0;1.0;0;0;0;0;8.0;0;0;0;0;0;0;3.0;0;0;0;0;0;0;0;0;3.0;3.0;11.0;0;0;0;0;0;0;0;0;0;0
The Group of Brass Conspiracies|The Quantums of Metal and Faith;0.0163;73.0000;ZOMBIE;;;0;0;0;0;0;0;0;1.0;0;0;0;0;8.0;0;0;1.0;0;0;0;4.0;0;0;0;4.0;0;0;0;0;0;6.0;11.0;0;0;0;6.0;0;0;0;0;0;0
The Group of Brass Conspiracies|The Phalanx of Everflow Treefolk;0.0054;61.0000;ZOMBIE;WARRIOR;;0;0;0;0;0;4.0;2.0;1.0;0;0;0;0;0;2.0;0;0;0;0;2.0;3.0;0;0;0;0;0;0;0;0;0;3.0;14.0;0;0;0;0;0;0;0;0;0;0
The Group of Brass Conspiracies|The Champions of the Whisker;0.0268;83.0000;ZOMBIE;;;0;0;0;0;0;6.0;0;2.0;4.0;0;0;0;0;3.0;0;0;0;0;3.0;3.0;0;0;0;0;0;0;0;0;0;6.0;24.0;0;0;0;0;3.0;0;0;0;0;0
The Group of Brass Conspiracies|The Overseers of Sparky;0.0044;60.0000;ZOMBIE;;;0;0;0;0;0;0;1.0;1.0;0;0;0;0;0;0;0;0;0;0;0;4.0;0;0;0;0;0;0;0;0;0;9.0;15.0;0;0;0;6.0;0;0;0;0;0;0
The Group of Brass Conspiracies|Doctors of Tatoo and Comparing;0.0414;69.0000;ZOMBIE;MAGE;;0;0;0;0;0;0;0;1.0;0;0;0;0;12.0;0;0;0;0;0;0;3.0;0;0;0;0;0;0;0;0;6.0;3.0;8.0;0;0;0;0;0;0;0;0;0;0
The Group of Brass Conspiracies|The Hermit Spiders;0.0529;71.0000;ZOMBIE;;;0;0;0;0;0;4.0;0;1.0;0;0;0;0;0;3.0;0;0;2.0;0;2.0;3.0;0;0;0;0;0;0;0;0;0;6.0;15.0;0;0;0;3.0;3.0;0;0;0;0;0
The Group of Brass Conspiracies|The Host of the Confident Miracles;0.0235;51.0000;ZOMBIE;;;0;0;0;0;0;0;1.0;1.0;0;0;0;0;4.0;0;0;0;0;0;0;3.0;0;0;0;0;0;0;0;0;6.0;3.0;8.0;0;0;0;0;0;0;0;0;0;0
The Group of Brass Conspiracies|The Pondering Iron Advisers;0.0070;73.0000;ZOMBIE;ROBOT;;0;0;0;0;0;0;1.0;1.0;0;0;0;0;0;0;0;0;0;0;0;4.0;0;0;0;0;0;0;0;0;0;9.0;15.0;0;0;0;6.0;0;0;0;0;0;0
The Group of Brass Conspiracies|The Company of Botany;0.0193;68.0000;ZOMBIE;;;0;0;0;0;0;3.0;0;2.0;0;0;0;0;0;5.0;0;0;0;0;3.0;3.0;0;0;0;0;0;0;0;0;0;6.0;18.0;0;0;0;0;0;0;0;0;0;0
The Group of Brass Conspiracies|The Raiders of Leading Capitals;0.0150;65.0000;ZOMBIE;ROBOT;;0;0;0;0;0;0;0;1.0;0;0;0;0;0;0;0;1.0;2.0;0;0;3.0;0;0;0;0;0;0;0;0;0;3.0;14.0;0;0;0;9.0;0;0;0;0;0;0
The Group of Brass Conspiracies|The Monks of the Great Quitting Fire;0.0476;43.0000;ZOMBIE;MAGE;;0;0;0;0;0;0;0;2.0;4.0;0;0;0;0;0;0;0;0;0;0;3.0;0;0;0;0;0;0;0;0;3.0;3.0;5.0;0;0;0;0;0;0;0;0;0;0
The Group of Brass Conspiracies|The Mice of the Fierce Fur;0.0091;56.0000;ZOMBIE;;;0;0;0;0;0;2.0;0;1.0;0;0;0;0;0;5.0;0;0;0;0;4.0;3.0;0;0;0;0;0;0;0;0;0;3.0;10.0;0;0;0;0;0;0;0;0;0;0
The Group of Brass Conspiracies|The Senseis who became Champs;0.0641;66.0000;ZOMBIE;;;0;0;0;0;0;0;0;1.0;0;0;0;0;12.0;0;0;0;0;0;0;3.0;0;0;0;0;0;0;0;0;6.0;3.0;8.0;0;0;0;0;0;0;0;0;0;0
The Group of Brass Conspiracies|The Protectors of the Saving Herbs;0.0129;54.0000;ZOMBIE;ROBOT;;0;0;0;0;0;0;0;2.0;4.0;0;0;0;0;0;0;1.0;0;0;0;3.0;0;0;0;0;0;0;0;0;0;3.0;8.0;0;0;0;3.0;0;0;0;0;0;0
The Group of Brass Conspiracies|The Professing Watchdogs;0.0069;51.0000;ZOMBIE;ROBOT;;0;0;0;0;0;0;0;2.0;0;0;0;0;0;0;0;0;0;0;0;3.0;0;0;0;0;0;0;0;0;0;3.0;8.0;0;0;0;3.0;0;0;0;0;0;0
The Group of Brass Conspiracies|The Fleeing Feasting Brother Flock;0.0144;64.0000;ZOMBIE;;;0;0;0;0;0;1.0;1.0;1.0;0;0;0;0;4.0;5.0;0;0;0;0;2.0;3.0;0;0;4.0;0;0;0;0;0;0;3.0;8.0;0;0;0;0;0;0;0;0;0;0
The Group of Brass Conspiracies|The Squadron of the Fire;0.0103;72.0000;ZOMBIE;MAGE;;0;0;0;0;0;0;0;2.0;0;0;0;0;0;0;0;0;2.0;0;0;4.0;0;0;0;0;0;0;0;0;12.0;6.0;5.0;0;0;0;0;0;0;0;0;0;0
The Group of Brass Conspiracies|Outfit of Camping and Waving;0.0091;47.0000;ZOMBIE;;;0;0;0;0;0;2.0;1.0;1.0;0;0;0;0;0;1.0;0;0;2.0;0;1.0;3.0;0;0;0;0;0;0;0;0;0;3.0;8.0;0;0;0;0;3.0;0;0;0;0;0
The Fleeing Feasting Brother Flock|Day's Locksmiths;0.0072;47.0000;WARRIOR;;;0;0;0;0;0;0;5.0;0;10.0;0;0;0;4.0;0;0;0;0;0;0;0;0;0;4.0;0;0;0;4.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
The Fleeing Feasting Brother Flock|The Heralds of Silk Collection;0.0454;68.0000;SPELL;;;0;0;1.0;0;0;0;2.0;0;4.0;0;0;0;15.0;0;0;0;0;0;0;0;0;0;9.0;0;1.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
The Fleeing Feasting Brother Flock|Wrongdoing's Suspending Workers;0.0216;50.0000;BEAST;;;1.0;0;0;0;0;2.0;1.0;0;2.0;0;0;0;2.0;6.0;0;0;0;0;0;0;0;0;2.0;0;0;0;0;0;0;0;4.0;3.0;0;0;0;0;0;0;0;0;0
The Fleeing Feasting Brother Flock|Impulse's Shadowflame Squad;0.0051;54.0000;MAGE;;;0;1.0;1.0;0;0;0;3.0;0;2.0;0;0;0;11.0;0;0;0;0;0;0;0;0;0;5.0;2.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
The Fleeing Feasting Brother Flock|The Mutant Constructing Gang;0.0043;40.0000;ROBOT;MAGE;;0;0;1.0;0;0;0;0;0;6.0;0;0;0;3.0;0;0;0;0;0;0;0;0;0;3.0;0;0;0;1.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
The Fleeing Feasting Brother Flock|The Wiry Antique Governors;0.0085;48.0000;ZOMBIE;ZOMBIE;;0;0;0;0;0;0;0;0;4.0;0;0;0;2.0;0;0;0;0;0;0;0;0;0;2.0;0;0;0;0;0;0;0;8.0;0;0;0;0;0;0;0;0;0;0
The Fleeing Feasting Brother Flock|The People of Bearing;0.0157;72.0000;ROBOT;;;0;0;0;0;0;0;1.0;0;10.0;0;0;0;6.0;0;0;0;0;0;0;0;0;0;3.0;2.0;0;0;3.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
The Fleeing Feasting Brother Flock|The Creeping Hell Protectors;0.0255;46.0000;ZOMBIE;;;0;0;0;0;0;0;1.0;0;6.0;0;0;0;2.0;5.0;0;0;0;0;2.0;0;0;0;2.0;0;0;0;0;0;0;0;2.0;0;0;0;0;0;0;0;0;0;0
The Fleeing Feasting Brother Flock|The Mixing Figment Collectors;0.0114;41.0000;;;;0;1.0;0;0;0;0;0;0;4.0;0;0;0;9.0;0;0;0;0;0;0;0;0;0;3.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
The Fleeing Feasting Brother Flock|The Tentacles of the Diseased Bone;0.0943;80.0000;MINION;;;0;0;0;0;0;0;0;0;18.0;0;0;0;6.0;3.0;0;0;0;0;0;0;0;0;3.0;0;0;0;0;0;0;0;2.0;3.0;0;0;0;0;0;0;0;0;0
The Fleeing Feasting Brother Flock|The Sentrys of Failure Faith;0.0174;42.0000;WARRIOR;;;0;0;0;0;0;0;5.0;0;6.0;0;0;0;3.0;0;0;0;0;0;0;0;0;0;3.0;0;0;0;1.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
The Fleeing Feasting Brother Flock|The Former Hoping Valkyrie Trustees;0.0114;38.0000;;;;0;0;0;0;0;0;2.0;0;4.0;0;0;0;9.0;0;0;0;0;0;0;0;0;0;3.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
The Fleeing Feasting Brother Flock|The Fire Breathers of the Heartseeker;0.0111;44.0000;MAGE;;;0;0;1.0;0;0;0;1.0;0;2.0;0;0;0;6.0;0;0;0;0;0;0;0;0;0;6.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
The Fleeing Feasting Brother Flock|The Mothers of the Plutonium Echo;0.0084;45.0000;ROBOT;ARMOR;WARRIOR;0;0;0;0;0;0;6.0;0;4.0;0;0;0;2.0;0;0;0;0;0;0;0;0;0;2.0;0;0;0;1.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
The Fleeing Feasting Brother Flock|The Hurting Demons Larvae;0.0216;70.0000;;;;0;0;0;0;0;2.0;1.0;0;4.0;0;0;0;9.0;8.0;0;0;0;0;2.0;0;0;0;6.0;0;0;0;0;0;0;0;4.0;0;0;0;0;0;0;0;0;0;0
The Fleeing Feasting Brother Flock|The Aunts of Bleeding Brightsteel;0.0053;50.0000;;;;0;0;0;0;0;0;3.0;0;8.0;0;0;0;3.0;0;0;0;0;0;0;0;0;0;3.0;0;0;0;3.0;0;0;0;2.0;0;0;0;0;0;0;0;0;0;0
The Fleeing Feasting Brother Flock|The Liches of Rebirth and Duskmaw;0.0189;57.0000;;;;0;0;0;0;0;0;2.0;0;6.0;0;0;0;6.0;5.0;0;0;0;0;2.0;0;0;0;3.0;0;0;0;0;0;0;0;2.0;3.0;0;0;0;0;0;0;0;0;0
The Fleeing Feasting Brother Flock|The Fortelling Aggravating Ticklers;0.0175;46.0000;SPELL;;;0;1.0;0;0;0;0;0;0;4.0;0;0;0;10.0;0;0;0;0;0;2.0;0;0;0;4.0;2.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
The Fleeing Feasting Brother Flock|The Opening Sisters Liches;0.0539;70.0000;ZOMBIE;;;0;0;0;0;0;2.0;0;0;6.0;0;0;0;9.0;0;0;0;0;0;0;0;0;0;3.0;0;0;0;0;0;0;0;6.0;0;0;0;0;0;0;0;0;0;0
The Fleeing Feasting Brother Flock|Vindicators of Sobbing and Baking;0.0080;39.0000;DINOSAUR;;;0;1.0;1.0;0;0;0;0;0;2.0;0;0;0;3.0;0;0;0;0;0;0;0;0;0;3.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
